smiles,sa_score,logp,qed,heavy_atom_count,molecular_weight,h_bond_donors,h_bond_acceptors,lipinski_violations,pass_lipinski,ring_3_count,ring_3_prob,ring_4_count,ring_4_prob,ring_5_count,ring_5_prob,ring_6_count,ring_6_prob,ring_7_count,ring_7_prob,ring_8_count,ring_8_prob,ring_9_count,ring_9_prob,ring_10_count,ring_10_prob,ring_11_count,ring_11_prob,total_rings
Oc1c(Oc2cc(F)c(Cl)cc2O)cncc1,2.496429921,3.0776,0.865630474,17,255.009849,2,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC(=O)C(COc1cccc(-c2ccccc2)c1)C(=O)O,2.402889586,3.0222,0.828114314,21,284.104859,1,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Cc1ccccc1,1,1.99502,0.45880628,7,92.06260026,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC=CC=CCc1ccccc1,2.247547715,3.3614,0.591579462,12,158.1095504,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)C(Oc1ccc(Oc2cc(F)ccn2)cc1)c1ccccc1,2.556010076,4.2177,0.728153212,25,339.0906861,1,4,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)C1(O)CC(O)(C(O)CC2CN(c3cc(C(F)(F)F)ccc3)CCO2)C(O)C(O)C1O,4.692266517,-1.3052,0.268005659,33,481.1559661,7,9,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)c1cc(C(F)(F)F)ccc1,1.592383189,2.4036,0.737705964,13,190.0241641,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
c1ccc2ccccc2c1,1,2.8398,0.511431199,10,128.0626003,0,0,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)C1CNCC(Oc2c(O)cc(-c3cc(C(F)(F)F)c(O)cc3)cc2)C1=O,3.623151216,2.4041,0.571205013,29,411.0929719,4,6,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)CNC(=O)c1ccc(Cl)cc1,1.443763987,1.1544,0.791840907,14,213.0192708,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
c1ccc(-c2ccccc2)cc1,1,3.3536,0.590501888,12,154.0782503,0,0,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC(Oc1cccc(-c2ccccc2)c1)c1ccccc1,1.997785153,5.4936,0.610621119,21,274.1357652,0,1,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)CCC(=O)Oc1c(F)c(O)c2CC(O)CCc2c1,3.225796894,1.1511,0.568814299,21,298.0852664,3,5,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)C=C1OC(c2ccc(O)c(Cl)c2)NC2CCC(=O)C12Br,4.471827233,2.4977,0.519524577,23,400.9665623,3,5,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3
CCCC=NCc1ccccc1,2.266236067,3.0575,0.601712017,12,161.1204495,0,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)c1ccc(C(=O)CCOc2ccc(OCC(F)(F)F)c(F)c2)cc1,2.128943218,4.1168,0.545928591,27,386.0777364,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC(Oc1ccc(C(=O)N2CCC(NC(=O)c3cccc(NC(=O)COCC(=O)C(=O)O)n3)CC2)cc1O)C(=O)O,3.27847177,0.2825,0.216474417,41,572.1754577,5,10,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
CC(=CCc1cnccc1)c1ccccc1,2.047098394,3.7276,0.750252536,16,209.1204495,0,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
C=CC=CC=CCNCNc1ccc(CN)cc1,2.992722822,2.4027,0.373178571,18,243.1735477,3,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Clc1cccc(-c2cccnc2)c1,1.525620722,3.402,0.67022922,13,189.0345269,0,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COc1ccc(-c2cccc(C(=O)NCC=CO)c2)cc1,2.053402851,3.1637,0.828626552,21,283.1208434,2,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Fc1ccc(Cl)cc1Cl,1.418224161,3.1325,0.517665263,9,163.9595837,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1c2OCC(OCCC(OC(COP(O)O)C(O)C3OCC(Oc4ccccc4)C(O)C3O)C(O)C(=O)O)Cc2cc(OCC(=O)O)c1,5.352393305,-0.7747,0.082362077,50,732.2030511,8,16,3,FALSE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
CC=CC=COC(CCCOc1c(F)ccc(CN)c1)C(=O)O,3.360851979,3.003,0.392851197,23,323.1532864,2,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1cc(-c2ccc(Nc3ccc(C(=O)OCC(CC(O)C(O)C(O)COP(=O)(O)O)NC=Cc4ccccc4)cc3)cc2)ccc1Cl,4.177675795,5.1272,0.056631645,49,712.1952597,7,10,3,FALSE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
O=C(O)CCOC(=O)c1ccc(C=CC=CC(=O)N2CCCCC2)cc1,2.314213689,2.9,0.460760135,26,357.1576228,1,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(NC1CC(O)COC1=O)c1ccc(Oc2ccccc2)cc1,2.822000695,1.8851,0.837776307,24,327.1106726,2,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)COc1c2C(=O)Oc3c(O)c(O)ccc3C3Oc(c23)cc1O,3.580718856,1.2812,0.366938228,25,346.0324819,4,8,0,TRUE,0,0,1,0.25,0,0,2,0.5,1,0.25,0,0,0,0,0,0,0,0,4
C=CC=CC=C1CCCCC1,3.111010913,3.6191,0.524566511,11,148.1252005,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CCCN(CCCCCC(=O)O)C(=O)c1ccc(-c2cccc(NCC(O)COCCOP(=O)(O)O)c2)cc1,3.142403495,3.7495,0.124854594,39,566.2393175,5,7,1,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Fc1ccc(-c2ccc(Oc3ccccc3)cc2)cc1,1.379580984,5.285,0.62458574,20,264.0950433,0,1,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
CCCCC12CCC(C(=O)Nc3ccc4ccccc4c3)CC1CC(c1cccc(C(=O)NCC3OC(CO)C(OCC(=O)O)C3O)c1)CC2,4.635043638,5.6591,0.154450315,50,686.3567166,5,7,2,FALSE,0,0,0,0,1,0.166666667,5,0.833333333,0,0,0,0,0,0,0,0,0,0,6
Cc1cc(CCCCCC(C(=O)O)C(=O)O)ccc1,1.96956847,2.88332,0.558959457,19,264.1361591,2,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CC(CNCc1ccccc1)COC(=O)c1cccc(Oc2ccc(CCC(C)C(=O)O)cc2)c1,2.971288723,5.7149,0.307903576,35,475.2358732,2,5,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)CNC(=O)CC(=O)Oc1cccc(OCC=C2CNCNC2=O)c1,3.033078796,-0.835,0.198844501,27,377.1222999,4,7,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(CCc1ccccc1)C1NCC(O)C(C(O)C(O)C2OC(C(O)COc3ccc(-c4cc(Cl)ccc4)cc3)C(O)C2O)O1,4.915318906,0.835,0.14873573,45,643.2184241,7,11,3,FALSE,0,0,0,0,1,0.2,4,0.8,0,0,0,0,0,0,0,0,0,0,5
O=C(O)C(=O)COc1cc(O)c(-c2cc(C(=O)OCC(OP(=O)(O)OC(C(=O)O)C(=O)O)C(=O)OC(CO[PH](O)(O)O)C(=O)O)ccc2)cc1,4.922510998,-1.3117,0.032746202,50,756.0340104,9,18,3,FALSE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC(O)(CO)CC(=O)NCc1ccc(Oc2cccc(-c3ccc(C(=O)O)cc3)c2)cc1,2.662998659,3.5937,0.408202994,32,435.1681875,4,5,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(Oc1c(OCCOP(=O)(O)O)ccc(Oc2ccc(-c3ccc(Cl)cc3)cc2)c1)C(=O)c1ccccc1,2.500036104,6.0757,0.055230102,39,568.0689966,2,7,2,FALSE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
CN(CC(=O)O)C(=O)C1C=NC(c2ccc(OCCc3cc(OC(O)C(O)C4OC(C(O)C(O)CO)OC4C(O)C(=O)O)c(F)cc3)cc2)C1,5.490086503,-1.5502,0.086426002,50,710.2334468,8,14,3,FALSE,0,0,0,0,2,0.5,2,0.5,0,0,0,0,0,0,0,0,0,0,4
O=C(O)CCOc1ccc(-c2ccc3Oc4cc(OC(C(=O)O)C(=O)C(O)C(O[PH](O)(O)O)C(=O)O)cc(F)c4Cc3c2)cc1,4.590960169,1.6613,0.075607743,45,652.099335,7,12,3,FALSE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
O=C(Nc1ccc(-c2ccc(F)cc2)cn1)c1ccc(F)cc1,1.683315997,4.2791,0.784321683,23,310.0917694,1,2,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)C1=NC(c2ccc(Oc3ccccc3)cc2)CC1,2.691794106,3.8394,0.925857331,21,281.1051933,1,3,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3
O=C(O)c1cc(-c2ccc(N3CC(O)C(F)(OC(CCl)C(=O)O)C3=O)cc2)c(O)cc1F,4.078634074,1.9784,0.448534281,32,471.0532506,4,6,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3
CCC=CC=Nc1ccc(-c2ccccc2)cn1,2.551126021,4.4171,0.721358438,18,236.1313485,0,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)CC=CCc1cc(CCc2ccncc2)ccc1,2.296585613,3.4402,0.790872606,21,281.1415788,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC(O)OC1C(COC2CC(C=CC=CCc3c(Cl)cc(OC(C)CCC(=O)O)cc3)Cc3ccccc32)OC(=O)C1O,5.011828721,4.9571,0.153470993,43,614.2282605,3,8,1,TRUE,0,0,0,0,1,0.25,3,0.75,0,0,0,0,0,0,0,0,0,0,4
O=C(O)C=CCOc1c(C(F)(F)F)cc(Cl)c(F)c1,2.532305559,3.5175,0.683198781,19,298.0019846,1,2,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
N=Cc1ccc(-c2ccc(Oc3ccccc3)cc2)cc1,1.841402678,5.14357,0.655556449,21,273.1153641,1,2,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
Clc1ccc(C2CCC3Oc4ccccc4NC3C2)cc1,3.244878298,4.8492,0.81256477,21,299.1076919,1,2,0,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
O=C(O)CC(O)C(O)C(O)(CC(=O)O)OC1CC(=O)c2cc(O)c(F)cc2C1,4.461533788,-0.5948,0.307283275,28,402.096225,6,8,1,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=CCCCc1ccccc1,1.670331586,2.2082,0.472306502,11,148.088815,0,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=C(O)CCCC(O)C(CC(O)CC(NC(=O)c1cc(Oc2ccc(-c3ccc(F)cc3)cc2)ccc1)C(=O)O)NC(=O)NC1CCCCC1,3.934198458,5.2254,0.099167545,50,693.3061582,7,7,3,FALSE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
O=C(O)COC1CCC(O)(c2ccc(O)c(Cl)c2)C(O)C1,3.653903204,1.2478,0.665700604,21,316.0713659,4,5,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
C=CC(O)C(O)C(O)C(O)C(O)CC(O)CC(O)C(O)COC1=CC=C(CCOCCCCCCCOc2ccc(CNC(C)C)cc2)C1O,5.21097631,0.9754,0.043328041,50,711.4193764,10,13,3,FALSE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2
c1ccc(CNCc2ccccn2)cc1,1.521499273,2.3714,0.815452234,15,198.1156984,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Clc1ccc(-c2ccccc2)cc1,1.095486309,4.007,0.634617243,13,188.039278,0,0,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC(O)C(O)C(O)C(O)(F)C(O)C(OC(=O)C(O)C(O)c1ccc2Nc3c(ccc(-c4cc(F)c(Cl)cc4)c3)Oc2c1)C(=O)O,4.916180675,1.5077,0.104574721,45,655.1268095,9,12,3,FALSE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
O=C(O)CNC1N=C(c2cc(F)c(F)cc2O)NN1CC(=O)OCCCCO,3.793233093,-0.4893,0.25865168,28,402.1350908,5,9,0,TRUE,0,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,2
CCNC(=O)c1ccc(CC(O)CCc2ccccc2)cc1,2.158371483,2.9725,0.825210829,22,297.172879,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)CC1CC(O)c2c(OC(O)C(O)C(O)CC(=O)O)cc(F)c(Cl)c2O1,4.622383288,0.032,0.312259357,28,424.0572527,6,8,1,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COc1cncnc1-c1ccc(-c2ccc(Oc3cc(O)cc(C(=O)c4ccc(C(=O)O)cc4)c3)cc2)cc1,2.477615727,6.2463,0.231575995,39,518.1477864,2,7,2,FALSE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5
O=C(O)c1ccc(Cc2ccccc2)cc1,1.31137289,2.9756,0.848772613,16,212.0837296,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=CCOCC(O)C(O)COc1ccc(OC(=O)c2cc(Oc3ccc(-c4ccc(Cl)cc4)cc3)cc(-c3nc(NC(=O)O)ncn3)c2)cc1,3.83581905,5.2765,0.04765287,50,700.1572208,4,12,3,FALSE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5
COc1ccc(-c2ccc(Oc3cc(OCC(O)C(O)=C(O)C(O)C(O)CC(O)C(O)NCC(O)C(C)O)c(OCC(O)O)cc3)cc2)cc1,4.895288382,0.0338,0.054558892,50,707.2789197,12,16,3,FALSE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)C1=NCN(C2=NCCCc3c2cccc3)N1,3.227099013,0.6402,0.774643252,19,258.1116757,2,5,0,TRUE,0,0,0,0,1,0.333333333,1,0.333333333,1,0.333333333,0,0,0,0,0,0,0,0,3
CC(C)C(CC(=O)O)Cc1cccc(-c2ccccc2)c1,2.340490368,4.643,0.83746469,21,282.1619799,1,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Oc1cc(Oc2cccc(Oc3ccc(-c4cc(O)c(Cl)cc4)cc3)c2)ccc1,2.053857779,7.0028,0.375535721,29,404.0815367,2,4,1,TRUE,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4
O=C(O)C(Oc1c(F)ccc(-c2c(O)cc(Cl)c(F)c2)c1)C(=O)O,2.524191698,2.9074,0.709891153,24,358.0055721,3,4,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Oc1cc(-c2ccccc2)cc(Oc2cccnc2)c1,1.866191154,4.2465,0.767852142,20,263.0946287,1,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
Cc1ccccc1NCc1ccc(Oc2ccccc2)cc1,1.518565487,5.39942,0.678731177,22,289.1466642,1,2,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
c1ccc(Oc2ccccc2)cc1,1.055340361,3.4789,0.670036385,13,170.0731649,0,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)c1cc(Oc2ccccc2)ccc1,1.383439111,3.1771,0.853012003,16,214.0629942,1,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COC1C(O)C(O)C(O)C(O)C1OC(OCCNC(=O)c1cc(Cl)ccc1)C(=O)C(F)C(=O)C(=O)O,4.566525584,-2.1692,0.072791152,36,537.1049311,6,11,3,FALSE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)CN1C(=O)NN=C1Nc1ccc2CCC(O)C(=O)c2c1,3.318099815,-0.1106,0.616832389,23,318.0964195,4,7,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3
CC1(C=C=O)CCCC(CCCc2cc(OCc3ccccc3)ccc2)C1,3.344454515,6.1726,0.524706444,27,362.2245802,0,2,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
C=CC=CC=CC1CCCCC1,2.96440266,3.8651,0.552601492,12,162.1408506,0,0,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
C=CC=CC=CCCCCOc1c(Cl)cc(OCC(=O)O)cc1,2.517910187,4.6509,0.47175627,23,336.1128368,1,3,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
O=P(O)(O)OCC(Oc1cc(O)c2Oc3c(ccc(-c4ccc(Cl)cc4)c3)Oc2c1)C1OC(O)C(COC(CO)CO)C(O)C1OP(=O)(O)O,5.13357761,2.0093,0.082994202,50,766.0830652,9,14,3,FALSE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5
CC=CC=CCCNc1ccccc1,2.317454695,3.6209,0.548082354,14,187.1360995,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Oc1ccc(F)cc1,1.318835603,1.5313,0.539214819,8,112.032443,1,1,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
CN(Cc1cc(OC2C(O)C(O)C(O)C(N3CCCNC3)C2O)c(OCC(=O)N2C=CC(C(=O)O)OC2)cc1)C(=O)c1cccc(C(=O)O)c1,5.06063301,-1.355,0.143390388,50,700.2591873,7,13,3,FALSE,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,5
C1=CCC(c2cccc(NCc3ccccc3)c2)C1,2.025396312,4.7323,0.772173442,19,249.1517496,1,1,0,TRUE,0,0,0,0,1,0.333333333,2,0.666666667,0,0,0,0,0,0,0,0,0,0,3
O=C(O)c1ccc(-c2ccc(O)cc2)cc1,1.426290014,2.7574,0.80763432,16,214.0629942,2,2,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
C(=Cc1ccccc1)COc1ccc(-c2ccccc2)cc1,1.647344336,5.4458,0.60604977,22,286.1357652,0,1,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
O=C(O)COc1cc(Cl)c(OC(=O)CC(O)C(O)CC(=O)OCC(O)C2O[PH](O)(O)CNC2C(O)CC(O)C(=O)O)cc1,5.385814052,-2.8946,0.048253178,43,661.1174629,10,16,3,FALSE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
C(=Cc1ccccc1)Cc1ccccc1,1.59126235,3.9425,0.693827407,15,194.1095504,0,0,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
O=C(O)COCC(O)C(=CCc1cc(OC(=O)c2ccccc2)ccc1)OC(=O)C(O)C(O)CO[PH](O)(O)O,4.612584648,-0.5373,0.061548101,39,572.1294922,7,13,3,FALSE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
Clc1cccc(-c2cccnc2)c1,1.525620722,3.402,0.67022922,13,189.0345269,0,1,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
CC=CC(F)=CCc1c(OC)ccc(OCC(OCC(F)(F)Cl)C(=O)O)c1,3.734247157,4.3474,0.435432591,27,408.0951361,1,4,0,TRUE,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
COc1c(C(F)(F)F)cc(CCc2cccnn2)cc1,2.26352129,3.2892,0.862779368,20,282.0979977,0,3,0,TRUE,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2
COc1ccc(-c2ccc(Oc3cccc(C(=O)O)c3)cc2)cc1,1.592328456,4.8527,0.729673334,24,320.104859,1,3,0,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
CC(CCCO)CCNC(=O)c1cccc(C(=O)NCC(OP(=O)(O)O)C2(OC(=O)C(=O)O)CCC2)c1,3.904179759,0.9733,0.110410096,37,544.1821965,6,8,2,FALSE,0,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,2
CC(CO)CNc1ccc(CCc2ccc(-c3ccccc3)cc2)cc1,2.277815759,5.1791,0.589495213,26,345.2092645,2,2,1,TRUE,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3
